image_path,class_name,class_index,split
dataset/train/affenpinscher/10447.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03409.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10787.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13665.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13014.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11663.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13060.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10185.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13417.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10848.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02327.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11620.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11875.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12070.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12819.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11435.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13782.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11783.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13211.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02894.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11211.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03730.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11279.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11283.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03144.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12272.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12003.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11942.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02157.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10859.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13939.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11614.jpg,affenpinscher,0,train
dataset/train/affenpinscher/01446.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11782.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03026.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11263.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11858.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12431.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03561.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12025.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03841.jpg,affenpinscher,0,train
dataset/train/affenpinscher/01844.jpg,affenpinscher,0,train
dataset/train/affenpinscher/01966.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12391.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13032.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03246.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12997.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11422.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13499.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03286.jpg,affenpinscher,0,train
dataset/train/affenpinscher/00233.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13662.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11853.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13590.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11798.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13453.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10147.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12579.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13210.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12938.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12077.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10439.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10225.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13420.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13710.jpg,affenpinscher,0,train
dataset/train/affenpinscher/01581.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11811.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12893.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02748.jpg,affenpinscher,0,train
dataset/train/affenpinscher/12512.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13221.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02911.jpg,affenpinscher,0,train
dataset/train/affenpinscher/03032.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10437.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10680.jpg,affenpinscher,0,train
dataset/train/affenpinscher/10986.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13654.jpg,affenpinscher,0,train
dataset/train/affenpinscher/01559.jpg,affenpinscher,0,train
dataset/train/affenpinscher/02997.jpg,affenpinscher,0,train
dataset/train/affenpinscher/13020.jpg,affenpinscher,0,train
dataset/train/affenpinscher/11365.jpg,affenpinscher,0,val
dataset/train/affenpinscher/11345.jpg,affenpinscher,0,val
dataset/train/affenpinscher/13553.jpg,affenpinscher,0,val
dataset/train/affenpinscher/02383.jpg,affenpinscher,0,val
dataset/train/affenpinscher/12227.jpg,affenpinscher,0,val
dataset/train/affenpinscher/11759.jpg,affenpinscher,0,val
dataset/train/affenpinscher/01387.jpg,affenpinscher,0,val
dataset/train/affenpinscher/12556.jpg,affenpinscher,0,val
dataset/train/affenpinscher/03001.jpg,affenpinscher,0,val
dataset/train/affenpinscher/12973.jpg,affenpinscher,0,val
